word,2009_freq,2010_freq,2011_freq,2012_freq,2013_freq,2014_freq,2015_freq,2016_freq,2017_freq,2018_freq
protein,7.0,5.0,5.0,8.0,6.0,10.0,4.0,4.0,1.0,5.0
round,7.0,7.0,11.0,4.0,6.0,6.0,7.0,7.0,2.0,6.0
tournament,7.0,5.0,3.0,,1.0,3.0,2.0,1.0,1.0,1.0
ensemble,7.0,6.0,7.0,7.0,14.0,18.0,12.0,28.0,19.0,47.0
fold,7.0,1.0,8.0,1.0,2.0,4.0,1.0,2.0,2.0,3.0
file,7.0,15.0,14.0,5.0,11.0,2.0,8.0,6.0,2.0,7.0
universality,7.0,4.0,4.0,2.0,7.0,1.0,5.0,2.0,1.0,3.0
write,7.0,4.0,4.0,12.0,2.0,5.0,5.0,8.0,7.0,10.0
turbo,7.0,10.0,6.0,,3.0,4.0,1.0,2.0,1.0,2.0
split,7.0,8.0,6.0,6.0,8.0,8.0,7.0,10.0,8.0,18.0
divergence,7.0,6.0,8.0,7.0,5.0,9.0,5.0,3.0,7.0,14.0
ant,7.0,4.0,7.0,8.0,11.0,11.0,3.0,,4.0,6.0
list,7.0,19.0,22.0,15.0,15.0,11.0,12.0,7.0,7.0,8.0
another,7.0,1.0,3.0,1.0,3.0,1.0,2.0,4.0,1.0,2.0
prologue,7.0,5.0,4.0,1.0,1.0,5.0,,3.0,2.0,2.0
gradient,7.0,9.0,9.0,7.0,19.0,21.0,22.0,23.0,27.0,59.0
experiment,7.0,11.0,14.0,13.0,17.0,19.0,10.0,7.0,13.0,21.0
theoretical,7.0,10.0,10.0,10.0,8.0,6.0,10.0,12.0,11.0,17.0
foundation,7.0,7.0,8.0,4.0,5.0,6.0,5.0,3.0,8.0,14.0
static,7.0,11.0,13.0,7.0,15.0,11.0,12.0,12.0,7.0,14.0
library,7.0,42.0,23.0,12.0,16.0,12.0,18.0,15.0,12.0,22.0
verify,7.0,5.0,9.0,3.0,7.0,7.0,6.0,6.0,9.0,15.0
bin,7.0,5.0,7.0,5.0,1.0,4.0,3.0,3.0,5.0,6.0
enterprise,7.0,8.0,8.0,10.0,8.0,2.0,4.0,8.0,3.0,6.0
capture,7.0,7.0,7.0,6.0,4.0,7.0,3.0,9.0,16.0,25.0
